NAME(Used only as reminder for value);VALUE;LABEL
OdBm::BuiltInCategory::OST_IOSRegeneratedElements;-2000046;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_IOSBackedUpElements;-2000047;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_IOSAligningLine;-2000048;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_IOSAlignmentGraphics;-2000049;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_IOSConstructionLine;-2000050;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_Lines;-2000051;Lines
OdBm::BuiltInCategory::OST_IOSDatumPlane;-2000052;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_IOSFreeSnapLine;-2000053;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_IOSSuspendedSketch_obsolete;-2000054;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_IOSSketchGrid;-2000055;Work Plane Grid
OdBm::BuiltInCategory::OST_IOSFlipControl;-2000056;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_IOSThinPixel;-2000057;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_CutOutlines;-2000058;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_IOS;-2000059;Internal Object Styles
OdBm::BuiltInCategory::OST_Extrusions;-2000060;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_IOSThinPixel_Dot;-2000061;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_IOSThinPixel_Dash;-2000062;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_IOSThinPixel_DashDot;-2000063;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_InvisibleLines;-2000064;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_AxisOfRotation;-2000065;<Axis of Rotation>
OdBm::BuiltInCategory::OST_RoomSeparationLines;-2000066;<Room Separation>
OdBm::BuiltInCategory::OST_StairsSketchBoundaryLines;-2000067;<Stair/Ramp Sketch: Boundary>
OdBm::BuiltInCategory::OST_StairsSketchRiserLines;-2000068;<Stair/Ramp Sketch: Riser>
OdBm::BuiltInCategory::OST_StairsSketchRunLines;-2000069;<Stair/Ramp Sketch: Run>
OdBm::BuiltInCategory::OST_StairsSketchLandingCenterLines;-2000070;<Stair/Ramp Sketch: Landing Center>
OdBm::BuiltInCategory::OST_IOSGhost;-2000071;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_IOSGroups;-2000072;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_IOSCrashGraphics;-2000073;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_IOSCuttingGeometry;-2000074;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_IOSRoomPerimeterLines;-2000075;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_CloudLines;-2000076;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_InsulationLines;-2000077;<Insulation Batting Lines>
OdBm::BuiltInCategory::OST_GenericLines;-2000078;<Lines>
OdBm::BuiltInCategory::OST_AreaSchemeLines;-2000079;<Area Boundary>
OdBm::BuiltInCategory::OST_Furniture;-2000080;Furniture
OdBm::BuiltInCategory::OST_FillPatterns;-2000081;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_IOSNotSilhouette;-2000082;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_ReferenceLines;-2000083;Reference Lines
OdBm::BuiltInCategory::OST_IOSSlabShapeEditorExplitCrease;-2000084;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_IOSSlabShapeEditorAutoCrease;-2000085;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_IOSSlabShapeEditorBoundary;-2000086;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_IOSSlabShapeEditorPointBoundary;-2000087;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_IOSSlabShapeEditorPointInterior;-2000088;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_IOSBBoxScreenSize;-2000089;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_Curtain_Systems;-2000090;Ruled Curtain System
OdBm::BuiltInCategory::OST_IOSArrays;-2000091;Array
OdBm::BuiltInCategory::OST_IOSMeasureLine;-2000092;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_IOSWallCoreBoundary;-2000093;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_IOSSuspendedSketch;-2000094;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_IOSModelGroups;-2000095;Model Groups
OdBm::BuiltInCategory::OST_IOSDetailGroups;-2000096;Detail Groups
OdBm::BuiltInCategory::OST_IOSAttachedDetailGroups;-2000097;Attached Detail Groups
OdBm::BuiltInCategory::OST_IOSRoomTagToRoomLines;-2000098;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_IOSRebarSystemSpanSymbolCtrl;-2000099;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_Columns;-2000100;Columns
OdBm::BuiltInCategory::OST_IOSMeasureLineScreenSize;-2000101;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_EPS_Existing;-2000102;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_EPS_Demolished;-2000103;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_EPS_New;-2000104;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_EPS_Temporary;-2000105;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_EPS_Future;-2000106;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_GuideGrid;-2000107;Guide Grid
OdBm::BuiltInCategory::OST_IOSFabricReinSpanSymbolCtrl;-2000109;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_IOS_GeoLocations;-2000110;Shared Site
OdBm::BuiltInCategory::OST_IOS_GeoSite;-2000111;Location Data
OdBm::BuiltInCategory::OST_Phases;-2000112;Phases
OdBm::BuiltInCategory::OST_IOSDragBox;-2000113;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_IOSDragBoxInverted;-2000114;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_IOSRoomUpperLowerLines;-2000115;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_IOSRoomComputationHeight;-2000116;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_IOSNavWheelPivotBall;-2000117;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_Stairs;-2000120;Stairs
OdBm::BuiltInCategory::OST_StairsAboveCut_ToBeDeprecated;-2000122;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_StairsStringerCarriage;-2000123;Supports
OdBm::BuiltInCategory::OST_StairsSupportsAboveCut;-2000124;<Above> Supports
OdBm::BuiltInCategory::OST_StairsUpText;-2000125;UP Text
OdBm::BuiltInCategory::OST_StairsRailing;-2000126;Railings
OdBm::BuiltInCategory::OST_StairsRailingBaluster;-2000127;Balusters
OdBm::BuiltInCategory::OST_StairsRailingRail;-2000128;Rails
OdBm::BuiltInCategory::OST_StairsDownText;-2000129;DOWN Text
OdBm::BuiltInCategory::OST_StairsUpArrows;-2000130;Up Arrows
OdBm::BuiltInCategory::OST_StairsDownArrows;-2000131;Down Arrows
OdBm::BuiltInCategory::OST_StairsRailingAboveCut;-2000132;<Above> Railings Cut Line
OdBm::BuiltInCategory::OST_StairsRailingTags;-2000133;Railing Tags
OdBm::BuiltInCategory::OST_Fixtures;-2000140;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_GenericAnnotation;-2000150;Generic Annotations
OdBm::BuiltInCategory::OST_GenericModel;-2000151;Generic Models
OdBm::BuiltInCategory::OST_Rooms;-2000160;Rooms
OdBm::BuiltInCategory::OST_RoomInteriorFillVisibility;-2000161;Interior Fill
OdBm::BuiltInCategory::OST_RoomReferenceVisibility;-2000162;Reference
OdBm::BuiltInCategory::OST_AreaInteriorFillVisibility;-2000163;Interior Fill
OdBm::BuiltInCategory::OST_AreaReferenceVisibility;-2000164;Reference
OdBm::BuiltInCategory::OST_AreaColorFill;-2000165;Color Fill
OdBm::BuiltInCategory::OST_RoomInteriorFill;-2000166;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_RoomReference;-2000167;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_AreaInteriorFill;-2000168;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_AreaReference;-2000169;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_CurtainWallPanels;-2000170;Curtain Panels
OdBm::BuiltInCategory::OST_CurtainWallMullions;-2000171;Curtain Wall Mullions
OdBm::BuiltInCategory::OST_CurtainWallMullionsCut;-2000172;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_CurtainGrids;-2000173;Curtain Grids
OdBm::BuiltInCategory::OST_Railings;-2000175;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_RailingBalusterRail;-2000176;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_RailingBalusterRailCut;-2000177;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_Ramps;-2000180;Ramps
OdBm::BuiltInCategory::OST_Cornices;-2000181;Wall Sweeps
OdBm::BuiltInCategory::OST_Reveals;-2000182;Reveals
OdBm::BuiltInCategory::OST_Massing;-2000185;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_MassingCutOutlines;-2000186;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_MassingProjectionOutlines;-2000187;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_FilledRegion;-2000190;Filled region
OdBm::BuiltInCategory::OST_PlanRegion;-2000191;Plan Region
OdBm::BuiltInCategory::OST_FaceSplitter;-2000192;Split Face
OdBm::BuiltInCategory::OST_Matchline;-2000193;Matchline
OdBm::BuiltInCategory::OST_MaskingRegion;-2000194;Masking Region
OdBm::BuiltInCategory::OST_ModelText;-2000195;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_ImportObjectStyles;-2000196;Imports in Families
OdBm::BuiltInCategory::OST_ReferenceViewerSymbol;-2000197;View Reference
OdBm::BuiltInCategory::OST_ReferenceViewer;-2000198;View Reference
OdBm::BuiltInCategory::OST_Sections;-2000200;Sections
OdBm::BuiltInCategory::OST_SectionLine;-2000201;Section Line
OdBm::BuiltInCategory::OST_BrokenSectionLine;-2000202;Broken Section Line
OdBm::BuiltInCategory::OST_Grids;-2000220;Grids
OdBm::BuiltInCategory::OST_GridChains;-2000221;Multi-segmented Grid
OdBm::BuiltInCategory::OST_DisplacementElements;-2000222;Displacement Set
OdBm::BuiltInCategory::OST_DisplacementPath;-2000223;Displacement Path
OdBm::BuiltInCategory::OST_Levels;-2000240;Levels
OdBm::BuiltInCategory::OST_Dimensions;-2000260;Dimensions
OdBm::BuiltInCategory::OST_WeakDims;-2000261;Automatic Sketch Dimensions
OdBm::BuiltInCategory::OST_Constraints;-2000262;Constraints
OdBm::BuiltInCategory::OST_SpotElevations;-2000263;Spot Elevations
OdBm::BuiltInCategory::OST_SpotCoordinates;-2000264;Spot Coordinates
OdBm::BuiltInCategory::OST_SpotSlopes;-2000265;Spot Slopes
OdBm::BuiltInCategory::OST_RoofTags;-2000266;Roof Tags
OdBm::BuiltInCategory::OST_Assemblies;-2000267;Assemblies
OdBm::BuiltInCategory::OST_AssemblyTags;-2000268;Assembly Tags
OdBm::BuiltInCategory::OST_Parts;-2000269;Parts
OdBm::BuiltInCategory::OST_PartTags;-2000270;Part Tags
OdBm::BuiltInCategory::OST_PartHiddenLines;-2000271;<Hidden Lines>
OdBm::BuiltInCategory::OST_Viewers;-2000278;Views
OdBm::BuiltInCategory::OST_Views;-2000279;Views
OdBm::BuiltInCategory::OST_TitleBlocks;-2000280;Title Blocks
OdBm::BuiltInCategory::OST_TitleBlockThinLines;-2000281;<Thin Lines>
OdBm::BuiltInCategory::OST_TitleBlockMediumLines;-2000282;<Medium Lines>
OdBm::BuiltInCategory::OST_TitleBlockWideLines;-2000283;<Wide Lines>
OdBm::BuiltInCategory::OST_OverheadLines;-2000284;<Overhead>
OdBm::BuiltInCategory::OST_DemolishedLines;-2000285;<Demolished>
OdBm::BuiltInCategory::OST_HiddenLines;-2000286;<Hidden>
OdBm::BuiltInCategory::OST_LinesBeyond;-2000287;<Beyond>
OdBm::BuiltInCategory::OST_CenterLines;-2000288;<Centerline>
OdBm::BuiltInCategory::OST_DirectionEdgeLines;-2000289;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_Catalogs;-2000290;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_Divisions;-2000291;Divisions
OdBm::BuiltInCategory::OST_TextNotes;-2000300;Text Notes
OdBm::BuiltInCategory::OST_SectionBox;-2000301;Section Boxes
OdBm::BuiltInCategory::OST_RenderRegions;-2000302;Render Regions
OdBm::BuiltInCategory::OST_AnalysisResults;-2000303;Analysis Results
OdBm::BuiltInCategory::OST_AnalysisDisplayStyle;-2000304;Analysis Display Style
OdBm::BuiltInCategory::OST_HostFin;-2000310;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_HostFinFloor;-2000311;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_HostFinRoof;-2000312;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_HostFinCeiling;-2000313;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_HostFinWall;-2000314;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_HostFinHF;-2000315;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_CurtainGridsRoof;-2000320;Curtain Roof Grids
OdBm::BuiltInCategory::OST_CurtainGridsWall;-2000321;Curtain Wall Grids
OdBm::BuiltInCategory::OST_CurtainGridsSystem;-2000322;Curtain System Grids
OdBm::BuiltInCategory::OST_CurtainGridsCurtaSystem;-2000323;Curtain System Grids
OdBm::BuiltInCategory::OST_AreaReport_Triangle;-2000325;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_AreaReport_Boundary;-2000326;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_AreaReport_Arc_Plus;-2000327;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_AreaReport_Arc_Minus;-2000328;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_CurtaSystem;-2000340;Curtain Systems
OdBm::BuiltInCategory::OST_CurtaSystemFaceManager;-2000341;Curtain System Grid Layout
OdBm::BuiltInCategory::OST_ContourLabels;-2000350;Contour Labels
OdBm::BuiltInCategory::OST_SectionHeads;-2000400;Section Marks
OdBm::BuiltInCategory::OST_SectionHeadThinLines;-2000401;<Thin Lines>
OdBm::BuiltInCategory::OST_SectionHeadMediumLines;-2000403;<Medium Lines>
OdBm::BuiltInCategory::OST_SectionHeadWideLines;-2000404;<Wide Lines>
OdBm::BuiltInCategory::OST_WindowTags;-2000450;Window Tags
OdBm::BuiltInCategory::OST_DoorTags;-2000460;Door Tags
OdBm::BuiltInCategory::OST_RoomTags;-2000480;Room Tags
OdBm::BuiltInCategory::OST_MEPSpaceTags;-2000485;Space Tags
OdBm::BuiltInCategory::OST_Cameras;-2000500;Cameras
OdBm::BuiltInCategory::OST_Camera_Lines;-2000501;Cameras
OdBm::BuiltInCategory::OST_Viewports;-2000510;Viewports
OdBm::BuiltInCategory::OST_ViewportLabel;-2000515;View Titles
OdBm::BuiltInCategory::OST_Lights;-2000520;Lights
OdBm::BuiltInCategory::OST_CLines;-2000530;Reference Planes
OdBm::BuiltInCategory::OST_AxisX;-2000531;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_AxisY;-2000532;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_AxisZ;-2000533;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_Elev;-2000535;Elevations
OdBm::BuiltInCategory::OST_CropBoundary;-2000536;Crop Boundaries
OdBm::BuiltInCategory::OST_Callouts;-2000537;Callouts
OdBm::BuiltInCategory::OST_CalloutHeads;-2000538;Callout Heads
OdBm::BuiltInCategory::OST_CalloutBoundary;-2000539;Callout Boundary
OdBm::BuiltInCategory::OST_WallsSurfacePattern;-2000540;Surface Pattern
OdBm::BuiltInCategory::OST_FloorsSurfacePattern;-2000541;Surface Pattern
OdBm::BuiltInCategory::OST_RoofsSurfacePattern;-2000542;Surface Pattern
OdBm::BuiltInCategory::OST_CeilingsSurfacePattern;-2000543;Surface Pattern
OdBm::BuiltInCategory::OST_CalloutLeaderLine;-2000544;Callout Leader Line
OdBm::BuiltInCategory::OST_WallsAnalyticalGeometry;-2000545;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_FloorsAnalyticalGeometry;-2000546;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_AnnotationCrop;-2000547;Annotation Crop Boundary
OdBm::BuiltInCategory::OST_CropBoundarySpecial;-2000548;Crop Boundaries
OdBm::BuiltInCategory::OST_AnnotationCropSpecial;-2000549;Annotation Crop Boundary
OdBm::BuiltInCategory::OST_ColorFillLegends;-2000550;Color Fill Legends
OdBm::BuiltInCategory::OST_RoomColorFill;-2000551;Color Fill
OdBm::BuiltInCategory::OST_ColorFillSchema;-2000552;Color Fill Schema
OdBm::BuiltInCategory::OST_RasterImages;-2000560;Raster Images
OdBm::BuiltInCategory::OST_ScheduleGraphics;-2000570;Schedule Graphics
OdBm::BuiltInCategory::OST_Schedules;-2000573;Schedules
OdBm::BuiltInCategory::OST_LegendComponents;-2000575;Legend Components
OdBm::BuiltInCategory::OST_PreviewLegendComponents;-2000576;Legend Components
OdBm::BuiltInCategory::OST_WallsMembrane;-2000580;Membrane Layer
OdBm::BuiltInCategory::OST_WallsStructure;-2000581;Structure [1]
OdBm::BuiltInCategory::OST_WallsInsulation;-2000582;Thermal/Air Layer [3]
OdBm::BuiltInCategory::OST_WallsSubstrate;-2000583;Substrate [2]
OdBm::BuiltInCategory::OST_WallsFinish1;-2000584;Finish 1 [4]
OdBm::BuiltInCategory::OST_WallsFinish2;-2000585;Finish 2 [5]
OdBm::BuiltInCategory::OST_WallsDefault;-2000586;Common Edges
OdBm::BuiltInCategory::OST_HiddenWallLines;-2000587;<Hidden Lines>
OdBm::BuiltInCategory::OST_WallsCutPattern;-2000588;Cut Pattern
OdBm::BuiltInCategory::OST_RoofsMembrane;-2000590;Membrane Layer
OdBm::BuiltInCategory::OST_RoofsStructure;-2000591;Structure [1]
OdBm::BuiltInCategory::OST_RoofsInsulation;-2000592;Thermal/Air Layer [3]
OdBm::BuiltInCategory::OST_RoofsSubstrate;-2000593;Substrate [2]
OdBm::BuiltInCategory::OST_RoofsFinish1;-2000594;Finish 1 [4]
OdBm::BuiltInCategory::OST_RoofsFinish2;-2000595;Finish 2 [5]
OdBm::BuiltInCategory::OST_RoofsDefault;-2000596;Common Edges
OdBm::BuiltInCategory::OST_RoofsCutPattern;-2000597;Cut Pattern
OdBm::BuiltInCategory::OST_RoofsInteriorEdges;-2000598;Interior Edges
OdBm::BuiltInCategory::OST_FloorsMembrane;-2000600;Membrane Layer
OdBm::BuiltInCategory::OST_FloorsStructure;-2000601;Structure [1]
OdBm::BuiltInCategory::OST_FloorsInsulation;-2000602;Thermal/Air Layer [3]
OdBm::BuiltInCategory::OST_FloorsSubstrate;-2000603;Substrate [2]
OdBm::BuiltInCategory::OST_FloorsFinish1;-2000604;Finish 1 [4]
OdBm::BuiltInCategory::OST_FloorsFinish2;-2000605;Finish 2 [5]
OdBm::BuiltInCategory::OST_FloorsDefault;-2000606;Common Edges
OdBm::BuiltInCategory::OST_HiddenFloorLines;-2000607;<Hidden Lines>
OdBm::BuiltInCategory::OST_FloorsCutPattern;-2000608;Cut Pattern
OdBm::BuiltInCategory::OST_FloorsInteriorEdges;-2000609;Interior Edges
OdBm::BuiltInCategory::OST_CeilingsMembrane;-2000610;Membrane Layer
OdBm::BuiltInCategory::OST_CeilingsStructure;-2000611;Structure [1]
OdBm::BuiltInCategory::OST_CeilingsInsulation;-2000612;Thermal/Air Layer [3]
OdBm::BuiltInCategory::OST_CeilingsSubstrate;-2000613;Substrate [2]
OdBm::BuiltInCategory::OST_CeilingsFinish1;-2000614;Finish 1 [4]
OdBm::BuiltInCategory::OST_CeilingsFinish2;-2000615;Finish 2 [5]
OdBm::BuiltInCategory::OST_CeilingsDefault;-2000616;Common Edges
OdBm::BuiltInCategory::OST_CeilingsCutPattern;-2000617;Cut Pattern
OdBm::BuiltInCategory::OST_Materials;-2000700;Materials
OdBm::BuiltInCategory::OST_ReferencePoints;-2000710;Reference Points
OdBm::BuiltInCategory::OST_ReferencePoints_Points;-2000711;Points
OdBm::BuiltInCategory::OST_ReferencePoints_Planes;-2000712;Planes
OdBm::BuiltInCategory::OST_ReferencePoints_Lines;-2000713;Lines
OdBm::BuiltInCategory::OST_ReferencePoints_HiddenLines;-2000714;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_XRayProfileEdge;-2000715;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_XRaySideEdge;-2000716;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_XRayPathCurve;-2000717;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_XRayPathPoint;-2000718;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_XRayImplicitPathCurve;-2000719;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_XRayConstrainedProfileEdge;-2000720;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_ControlAxisX;-2000721;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_ControlAxisY;-2000772;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_ControlAxisZ;-2000773;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_ControlLocal;-2000774;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_IOSTilePatternGrid;-2000800;Tile pattern grids
OdBm::BuiltInCategory::OST_IOSOpening;-2000810;Opening cut
OdBm::BuiltInCategory::OST_RemovedGridSeg;-2000827;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_InstanceDrivenLineStyle;-2000828;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_RoomPolylines;-2000829;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_AreaPolylines;-2000830;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_MEPSpaceSeparationLines;-2000831;<Space Separation>
OdBm::BuiltInCategory::OST_DimLockControlLeader;-2000832;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_PathOfTravelLines;-2000833;<Path of Travel Lines>
OdBm::BuiltInCategory::OST_PathOfTravelTags;-2000834;Path of Travel Tags
OdBm::BuiltInCategory::OST_StructLocationLineControl;-2000880;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_WallRefPlanes;-2000896;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_RoofOpening;-2000897;Roof opening cut
OdBm::BuiltInCategory::OST_FloorOpening;-2000898;Floor opening cut
OdBm::BuiltInCategory::OST_CeilingOpening;-2000899;Ceiling opening cut
OdBm::BuiltInCategory::OST_AdaptivePoints;-2000900;Adaptive Points
OdBm::BuiltInCategory::OST_AdaptivePoints_Points;-2000901;Points
OdBm::BuiltInCategory::OST_AdaptivePoints_Planes;-2000902;Planes
OdBm::BuiltInCategory::OST_AdaptivePoints_Lines;-2000903;Lines
OdBm::BuiltInCategory::OST_AdaptivePoints_HiddenLines;-2000904;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_RailingSystem;-2000905;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_RailingSystemSegment;-2000906;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_RailingSystemPost;-2000907;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_RailingSystemBaluster;-2000908;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_RailingSystemPanel;-2000909;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_RailingSystemHardware;-2000910;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_RailingSystemHandRail;-2000911;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_RailingSystemHandRailBracket;-2000912;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_RailingSystemTopRail;-2000913;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_RailingSystemRail;-2000914;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_RailingSystemTermination;-2000915;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_RailingSystemTransition;-2000916;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_RailingSystemTags;-2000917;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_StairsRuns;-2000919;Runs
OdBm::BuiltInCategory::OST_StairsLandings;-2000920;Landings
OdBm::BuiltInCategory::OST_StairsTrisers;-2000921;Treads/Risers
OdBm::BuiltInCategory::OST_AppearanceAsset;-2000923;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_PropertySet;-2000924;Material Assets
OdBm::BuiltInCategory::OST_IOSRoomCalculationPoint;-2000925;Room Calculation Point
OdBm::BuiltInCategory::OST_DividedPath;-2000926;Divided Path
OdBm::BuiltInCategory::OST_ComponentRepeater;-2000927;Repeater
OdBm::BuiltInCategory::OST_ComponentRepeaterSlot;-2000928;Repeated Component
OdBm::BuiltInCategory::OST_StairsCutMarks;-2000930;Cut Marks
OdBm::BuiltInCategory::OST_StairsCutMarksAboveCut;-2000931;<Above> Cut Marks
OdBm::BuiltInCategory::OST_StairsNosingLines;-2000932;Nosing Lines
OdBm::BuiltInCategory::OST_StairsNosingLinesAboveCut;-2000933;<Above> Nosing Lines
OdBm::BuiltInCategory::OST_StairsOutlines;-2000934;Outlines
OdBm::BuiltInCategory::OST_StairsOutlinesAboveCut;-2000935;<Above> Outlines
OdBm::BuiltInCategory::OST_StairsRiserLines;-2000936;Riser Lines
OdBm::BuiltInCategory::OST_StairsRiserLinesAboveCut;-2000937;<Above> Riser Lines
OdBm::BuiltInCategory::OST_StairsPaths;-2000938;Stair Paths
OdBm::BuiltInCategory::OST_StairsPathsAboveCut;-2000939;<Above> Up Arrows
OdBm::BuiltInCategory::OST_StairsRunTags;-2000940;Stair Run Tags
OdBm::BuiltInCategory::OST_StairsLandingTags;-2000941;Stair Landing Tags
OdBm::BuiltInCategory::OST_StairsSupportTags;-2000942;Stair Support Tags
OdBm::BuiltInCategory::OST_StairsTriserTags;-2000943;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_StairsTriserNumbers;-2000944;Stair Tread/Riser Numbers
OdBm::BuiltInCategory::OST_StairsSketchPathLines;-2000945;<Stair/Ramp Sketch: Stair Path>
OdBm::BuiltInCategory::OST_RailingTopRail;-2000946;Top Rails
OdBm::BuiltInCategory::OST_RailingHandRail;-2000947;Handrails
OdBm::BuiltInCategory::OST_RailingSupport;-2000948;Supports
OdBm::BuiltInCategory::OST_RailingTermination;-2000949;Terminations
OdBm::BuiltInCategory::OST_RailingTopRailAboveCut;-2000950;<Above> Top Rails
OdBm::BuiltInCategory::OST_RailingHandRailAboveCut;-2000951;<Above> Handrails
OdBm::BuiltInCategory::OST_StairsSupports;-2000952;Supports
OdBm::BuiltInCategory::OST_RailingRailPathLines;-2000953;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_RailingRailPathExtensionLines;-2000954;Railing Rail Path Extension Lines
OdBm::BuiltInCategory::OST_LinkAnalyticalTags;-2000955;Analytical Link Tags
OdBm::BuiltInCategory::OST_NodeAnalyticalTags;-2000956;Analytical Node Tags
OdBm::BuiltInCategory::OST_DSR_LineAndTextAttrCategoryId;-2000960;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_DSR_LineAndTextAttrFontId;-2000961;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_DSR_DimStyleTickCategoryId;-2000962;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_DSR_DimStyleHeavyEndCatId;-2000963;ODBM_CSV_NULL
